code,plot,habitat,site,treatment,spec,species,genus,family,group,trait,trait_value
X1Ca,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,10.2
X1Ca,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.04879
X1Ca,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0232
X1Ca,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.693937193
X1Ca,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.47550727608116417
X1Ca,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,116.11798245689656
X1Cb,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,9.5
X1Cb,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.067
X1Cb,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0282
X1Cb,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.772718326
X1Cb,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.42089552238805966
X1Cb,X1C,ridge,1,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,98.32334489361703
X1Cc,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,2.9
X1Cc,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0419
X1Cc,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0165
X1Cc,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.168687276
X1Cc,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.3937947494033413
X1Cc,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,131.43559248484848
X1Cd,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,3.9
X1Cd,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0455
X1Cd,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0189
X1Cd,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.20951171
X1Cd,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4153846153846154
X1Cd,X1C,ridge,1,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,116.90538148148148
X1Ce,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,1.6
X1Ce,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.1013
X1Ce,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0458
X1Ce,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,4.08563699
X1Ce,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4521224086870681
X1Ce,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,89.2060478165939
X1Cf,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,2.2
X1Cf,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0923
X1Cf,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0422
X1Cf,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.780189859
X1Cf,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.45720476706392205
X1Cf,X1C,ridge,1,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,89.57795874407583
X5C1,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,2.3
X5C1,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.053
X5C1,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0232
X5C1,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,NA
X5C1,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.43773584905660373
X5C1,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,NA
X5C2,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,0.1
X5C2,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0945
X5C2,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0353
X5C2,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.648557154
X5C2,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.3735449735449735
X5C2,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,131.68717150141643
X5C3,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,1.9
X5C3,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0861
X5C3,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0363
X5C3,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.696891961
X5C3,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.421602787456446
X5C3,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,101.84275374655648
X5C4,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,2.1
X5C4,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0884
X5C4,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0363
X5C4,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.056945434
X5C4,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4106334841628959
X5C4,X5C,ridge,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,111.76158220385676
X5C5,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,2.9
X5C5,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0664
X5C5,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0269
X5C5,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,NA
X5C5,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.40512048192771083
X5C5,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,NA
X5C6,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,3.8
X5C6,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0663
X5C6,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0268
X5C6,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.162914964
X5C6,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4042232277526395
X5C6,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,118.01921507462686
X5C7,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,0.6
X5C7,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0321
X5C7,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0123
X5C7,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,1.50612602
X5C7,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.383177570093458
X5C7,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,122.44926991869919
X5C8,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,3.7
X5C8,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0447
X5C8,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0183
X5C8,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.268561914
X5C8,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.40939597315436244
X5C8,X5C,ridge,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,123.96513191256831
X5C9,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,1.9
X5C9,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0851
X5C9,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0408
X5C9,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.214957441
X5C9,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.47943595769682734
X5C9,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,78.79797649509804
X5C10,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4.6
X5C10,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.1488
X5C10,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0752
X5C10,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,6.254485556
X5C10,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.5053763440860216
X5C10,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,83.1713504787234
X5C11,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,2
X5C11,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.1555
X5C11,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0727
X5C11,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,6.629413193
X5C11,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.467524115755627
X5C11,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,91.1886271389271
X5C12,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,3.9
X5C12,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0824
X5C12,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0412
X5C12,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.984474031
X5C12,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.5
X5C12,X5C,ridge,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,72.43869007281553
X4C1,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,1.6
X4C1,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.015
X4C1,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.005
X4C1,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,0.91435301
X4C1,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.33333333333333337
X4C1,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,182.870602
X4C2,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,1.4
X4C2,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0359
X4C2,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0152
X4C2,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,1.791501578
X4C2,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4233983286908078
X4C2,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,117.86194592105264
X4C3,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,1.9
X4C3,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.039
X4C3,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0161
X4C3,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,1.980569587
X4C3,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4128205128205128
X4C3,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,123.01674453416149
X4C4,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,1.9
X4C4,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0384
X4C4,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0158
X4C4,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,1.760426802
X4C4,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4114583333333334
X4C4,X4C,ridge,4,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,111.41941784810126
X4C5,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,5.2
X4C5,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0722
X4C5,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.033
X4C5,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.255101232
X4C5,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.45706371191135736
X4C5,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,98.63943127272726
X4C6,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,4.8
X4C6,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0936
X4C6,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0425
X4C6,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.224418003
X4C6,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.45405982905982906
X4C6,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,99.39807065882353
X4C7,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,3.8
X4C7,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0975
X4C7,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0432
X4C7,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.66370035
X4C7,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4430769230769231
X4C7,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,107.95602662037037
X4C8,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,4.1
X4C8,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.1335
X4C8,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0552
X4C8,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,5.669702209
X4C8,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4134831460674157
X4C8,X4C,ridge,4,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,102.71199653985508
X4C9,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4
X4C9,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0346
X4C9,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0158
X4C9,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,1.426699727
X4C9,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4566473988439307
X4C9,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,90.29745107594935
X4C10,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,0.1
X4C10,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0925
X4C10,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.047
X4C10,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.9370889
X4C10,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.5081081081081081
X4C10,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,83.76784893617021
X4C11,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,3.6
X4C11,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0615
X4C11,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0309
X4C11,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.665908862
X4C11,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.5024390243902439
X4C11,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,86.27536770226538
X4C12,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,2.9
X4C12,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0556
X4C12,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0241
X4C12,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.255891617
X4C12,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.43345323741007197
X4C12,X4C,ridge,4,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,93.60546128630706
X4SF1,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,6.3
X4SF1,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0803
X4SF1,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0358
X4SF1,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.990028149
X4SF1,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.44582814445828145
X4SF1,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,111.45330025139666
X4SF2,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,4.8
X4SF2,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0826
X4SF2,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0319
X4SF2,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.025171304
X4SF2,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.3861985472154963
X4SF2,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,126.18091862068965
X4SF3,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,4.6
X4SF3,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0697
X4SF3,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0309
X4SF3,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.662877836
X4SF3,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4433285509325682
X4SF3,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,118.53973579288025
X4SF4,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,6.9
X4SF4,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0602
X4SF4,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.023
X4SF4,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.365584882
X4SF4,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.38205980066445183
X4SF4,X4SF,ridge,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,146.32977747826087
X4SF5,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,4.2
X4SF5,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0577
X4SF5,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0218
X4SF5,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.814098243
X4SF5,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.3778162911611785
X4SF5,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,129.08707536697247
X4SF6,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,5.7
X4SF6,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.1126
X4SF6,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0421
X4SF6,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,4.505277441
X4SF6,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.37388987566607457
X4SF6,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,107.01371593824227
X4SF7,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,2.8
X4SF7,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0362
X4SF7,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0161
X4SF7,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,1.67709342
X4SF7,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4447513812154696
X4SF7,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,104.16729316770187
X4SF8,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,2.4
X4SF8,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0583
X4SF8,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0238
X4SF8,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.858650412
X4SF8,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4082332761578045
X4SF8,X4SF,ridge,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,120.11136184873948
X4SF9,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,3
X4SF9,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.084
X4SF9,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.041
X4SF9,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.912357982
X4SF9,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4880952380952381
X4SF9,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,95.42336541463415
X4SF10,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,2.8
X4SF10,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0594
X4SF10,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0274
X4SF10,X4SF,ridge,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.820227263
