ID,plot,habitat,site,treatment,spec,species,genus,family,group,trait,trait_value
86,E5C,heath,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,wC,50.06
86,E5C,heath,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,d13C,-29.16
86,E5C,heath,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,CN_ratio,29.62130178
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4.45
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.045175
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.09185
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.69319148475
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4921649443092839
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,81.8735301484372
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wN,0.65
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d15N,-9.16
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wC,52.17
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d13C,-27.77
87,E5C,heath,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,CN_ratio,80.26153846
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,5.225
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.02575
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0672
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.37213470725
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.3769620401454244
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,138.87478919144604
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wN,2.09
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d15N,-2.71
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wC,51.33
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d13C,-29.98
25,D5C,meadow,5,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,CN_ratio,24.55980861
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,20.1
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0369
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.084175
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.20785900375
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.44289715013673087
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,113.12752761288826
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,wN,2.02
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,d15N,-2.54
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,wC,51.26
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,d13C,-29.83
26,D5C,meadow,5,control,Betnan,Betula nana,Betula,Betulaceae,dS,CN_ratio,25.37623762
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,7.225
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0538
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.11345
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,4.75657209975
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4741893778585915
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,88.10654134750622
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wN,0.92
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d15N,-4.8
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wC,54.26
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d13C,-28.46
27,D5C,meadow,5,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,CN_ratio,58.97826087
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,5.875
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0294
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.094775
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,4.59010727125
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.30961352737077735
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,156.88287065088537
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wN,2.4
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d15N,-6.3
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wC,49.18
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d13C,-30.33
22,D4SF,meadow,4,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,CN_ratio,20.49166667
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,5.55
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.041575
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.113275
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.79072074075
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.3792938173813568
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,123.97101351560211
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,wN,2.52
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,d15N,-3.84
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,wC,49.56
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,d13C,-30.5
23,D4SF,meadow,4,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,CN_ratio,19.66666667
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4.875
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.0377
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.0924
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,3.8794635315
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.40372317709686595
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,104.88768051865257
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wN,1.21
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d15N,-7.58
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wC,51.59
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d13C,-27.77
24,D4SF,meadow,4,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,CN_ratio,42.63636364
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,3.625
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.022425
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.05935
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,2.8516518775
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.36215907186288837
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,132.66147097384845
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wN,1.73
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d15N,-6.44
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wC,49.88
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d13C,-29.96
13,D3C,meadow,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,CN_ratio,28.83236994
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,8.325
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.020675
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.047
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.78130282425
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.43985984187706073
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,135.09365075352628
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,wN,1.81
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,d15N,-4.68
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,wC,51.04
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,d13C,-30.79
14,D3C,meadow,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,CN_ratio,28.19889503
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,5.35
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.03185
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.07350000000000001
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.9291563995
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.43440518533770645
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,92.24556641817175
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wN,0.88
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d15N,-8.85
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wC,53.33
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d13C,-27.5
15,D3C,meadow,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,CN_ratio,60.60227273
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,3.375
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0319
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.0754
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.5107813657499998
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4277013784933673
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,113.18726743075439
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wN,1.93
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d15N,-4.41
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wC,51.65
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d13C,-29.72
10,D2SF,meadow,2,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,CN_ratio,26.76165803
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,5.075
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.027549999999999998
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0634
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,3.5436577515
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.44058922978939014
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,127.92858186246428
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,wN,1.82
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,d15N,-5.05
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,wC,48.72
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,d13C,-30.33
11,D2SF,meadow,2,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,CN_ratio,26.76923077
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,4.3
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.02515
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.05805
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.50443515225
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.43549402820279454
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,98.40693034063646
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wN,1.04
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d15N,-5.75
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wC,53.78
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d13C,-27.58
12,D2SF,meadow,2,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,CN_ratio,51.71153846
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,6.775
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.0238
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.060075
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.1069473345
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.40004635408723355
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,128.87567417008103
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wN,1.7
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d15N,-4.83
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wC,49.52
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d13C,-30.47
43,E3C,heath,3,control,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,CN_ratio,29.12941176
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,height,16.3
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.037375
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.0837
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,4.25452987825
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4464587917627867
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,119.76856867629479
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,wN,1.53
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,d15N,-1.79
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,wC,47.71
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,d13C,-30.36
44,E3C,heath,3,control,Betnan,Betula nana,Betula,Betulaceae,dS,CN_ratio,31.18300654
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,7.4
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.027875
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.059475
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,2.42737853225
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.4616905504156711
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,88.99975543118454
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wN,0.84
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d15N,-7.45
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wC,53.89
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d13C,-27.43
45,E3C,heath,3,control,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,CN_ratio,64.1547619
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,height,2.7
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,dweight,0.028900000000000002
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,fweight,0.066125
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,leafa,3.2825247255
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,LDMC,0.4346324034166382
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,SLA,114.32916213470155
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wN,1.35
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d15N,-6.01
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,wC,51.02
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,d13C,-30.43
88,X5SF,ridge,5,snowfence,Vaculi,Vaccinium uliginosum,Vaccinium,Ericaceae,dS,CN_ratio,37.79259259
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,height,4.325
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,dweight,0.0246
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,fweight,0.05325
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,leafa,2.8560650945
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,LDMC,0.4637786369020871
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,SLA,115.54769936381808
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,wN,1.51
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,d15N,-5.79
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,wC,50.53
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,d13C,-29.5
89,X5SF,ridge,5,snowfence,Betnan,Betula nana,Betula,Betulaceae,dS,CN_ratio,33.46357616
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,height,2.2
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,dweight,0.02455
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,fweight,0.048175
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,leafa,1.9726797645
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,LDMC,0.517134682416591
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,SLA,80.48826141609636
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wN,0.59
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d15N,-7.18
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,wC,51.85
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,d13C,-28.67
90,X5SF,ridge,5,snowfence,Empnig,Empetrum nigrum,Empetrum,Ericaceae,eS,CN_ratio,87.88135593
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,height,2.7
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,dweight,0.0211
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,fweight,0.059
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,leafa,2.547
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,LDMC,0.3576271186440678
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,SLA,120.71090047393365
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,wN,1.75
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,d15N,-3.23
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,wC,50.66
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,d13C,-30.51
222,X4C,ridge,4,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,CN_ratio,28.94857143
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,height,0.8666666666666667
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,dweight,0.026266666666666667
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,fweight,0.05233333333333333
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,leafa,NA
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,LDMC,0.4992951090841048
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,SLA,NA
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,wN,0.61
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,d15N,-7.05
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,wC,54.66
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,d13C,-30.32
93,X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,CN_ratio,89.60655738
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,1.8
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.04506666666666667
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.11583333333333333
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,NA
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.38657407303531716
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,NA
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wN,1.31
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d15N,-1.94
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wC,49.45
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d13C,-29.89
154,X4C,ridge,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,CN_ratio,37.7480916
252,X4C,ridge,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,height,3.033333333333333
252,X4C,ridge,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,dweight,0.034999999999999996
252,X4C,ridge,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,fweight,0.1536
252,X4C,ridge,4,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,leafa,NA
